"release_id","lat","lon","release_time"
16,33.56,35.37,"10:00:00"
17,33.272,35.193,"10:00:00"
18,36.8,34.617,"10:00:00"
19,36.587,36.173,"10:00:00"
20,36.885,30.705,"10:00:00"
21,35.35,33,"10:00:00"
22,34.5,33.8,"10:00:00"
23,34,34.5,"10:00:00"
24,34,32.7,"10:00:00"
25,31.3,34,"10:00:00"
26,31.35,33.25,"10:00:00"
27,35.8,34,"10:00:00"
28,33.5,35,"10:00:00"
29,31.4,33.8,"10:00:00"
30,34.8,32.5,"10:00:00"
1,31.265,32.301,"10:15:00"
2,31.325,32.75,"10:15:00"
3,31.321,33.768,"10:15:00"
4,31.29,34.23,"10:15:00"
5,31.35,33.5,"10:15:00"
6,31.215,29.955,"10:15:00"
7,31.416,31.813,"10:15:00"
8,34.55,33.05,"10:15:00"
9,35,34.6,"10:15:00"
10,35.4,33.9,"10:15:00"
11,35.125,33.95,"10:15:00"
12,34.9,33.65,"10:15:00"
13,34.675,33.042,"10:15:00"
14,34.433,35.833,"10:15:00"
15,33.9,35.483,"10:15:00"
16,33.56,35.37,"10:15:00"
17,33.272,35.193,"10:15:00"
18,36.8,34.617,"10:15:00"
19,36.587,36.173,"10:15:00"
20,36.885,30.705,"10:15:00"
21,35.35,33,"10:15:00"
22,34.5,33.8,"10:15:00"
23,34,34.5,"10:15:00"
24,34,32.7,"10:15:00"
25,31.3,34,"10:15:00"
26,31.35,33.25,"10:15:00"
27,35.8,34,"10:15:00"
28,33.5,35,"10:15:00"
29,31.4,33.8,"10:15:00"
30,34.8,32.5,"10:15:00"
1,31.265,32.301,"10:30:00"
2,31.325,32.75,"10:30:00"
3,31.321,33.768,"10:30:00"
4,31.29,34.23,"10:30:00"
5,31.35,33.5,"10:30:00"
6,31.215,29.955,"10:30:00"
7,31.416,31.813,"10:30:00"
8,34.55,33.05,"10:30:00"
9,35,34.6,"10:30:00"
10,35.4,33.9,"10:30:00"
11,35.125,33.95,"10:30:00"
12,34.9,33.65,"10:30:00"
13,34.675,33.042,"10:30:00"
14,34.433,35.833,"10:30:00"
15,33.9,35.483,"10:30:00"
16,33.56,35.37,"10:30:00"
17,33.272,35.193,"10:30:00"
18,36.8,34.617,"10:30:00"
19,36.587,36.173,"10:30:00"
20,36.885,30.705,"10:30:00"
21,35.35,33,"10:30:00"
22,34.5,33.8,"10:30:00"
23,34,34.5,"10:30:00"
24,34,32.7,"10:30:00"
25,31.3,34,"10:30:00"
26,31.35,33.25,"10:30:00"
27,35.8,34,"10:30:00"
28,33.5,35,"10:30:00"
29,31.4,33.8,"10:30:00"
30,34.8,32.5,"10:30:00"
1,31.265,32.301,"10:45:00"
2,31.325,32.75,"10:45:00"
3,31.321,33.768,"10:45:00"
4,31.29,34.23,"10:45:00"
5,31.35,33.5,"10:45:00"
6,31.215,29.955,"10:45:00"
7,31.416,31.813,"10:45:00"
8,34.55,33.05,"10:45:00"
9,35,34.6,"10:45:00"
10,35.4,33.9,"10:45:00"
11,35.125,33.95,"10:45:00"
12,34.9,33.65,"10:45:00"
13,34.675,33.042,"10:45:00"
14,34.433,35.833,"10:45:00"
15,33.9,35.483,"10:45:00"
16,33.56,35.37,"10:45:00"
17,33.272,35.193,"10:45:00"
18,36.8,34.617,"10:45:00"
19,36.587,36.173,"10:45:00"
20,36.885,30.705,"10:45:00"
21,35.35,33,"10:45:00"
22,34.5,33.8,"10:45:00"
23,34,34.5,"10:45:00"
24,34,32.7,"10:45:00"
25,31.3,34,"10:45:00"
26,31.35,33.25,"10:45:00"
27,35.8,34,"10:45:00"
28,33.5,35,"10:45:00"
29,31.4,33.8,"10:45:00"
30,34.8,32.5,"10:45:00"
1,31.265,32.301,"11:00:00"
2,31.325,32.75,"11:00:00"
3,31.321,33.768,"11:00:00"
4,31.29,34.23,"11:00:00"
5,31.35,33.5,"11:00:00"
6,31.215,29.955,"11:00:00"
7,31.416,31.813,"11:00:00"
8,34.55,33.05,"11:00:00"
9,35,34.6,"11:00:00"
10,35.4,33.9,"11:00:00"
11,35.125,33.95,"11:00:00"
12,34.9,33.65,"11:00:00"
13,34.675,33.042,"11:00:00"
14,34.433,35.833,"11:00:00"
15,33.9,35.483,"11:00:00"
16,33.56,35.37,"11:00:00"
17,33.272,35.193,"11:00:00"
18,36.8,34.617,"11:00:00"
19,36.587,36.173,"11:00:00"
20,36.885,30.705,"11:00:00"
21,35.35,33,"11:00:00"
22,34.5,33.8,"11:00:00"
23,34,34.5,"11:00:00"
24,34,32.7,"11:00:00"
25,31.3,34,"11:00:00"
26,31.35,33.25,"11:00:00"
27,35.8,34,"11:00:00"
28,33.5,35,"11:00:00"
29,31.4,33.8,"11:00:00"
30,34.8,32.5,"11:00:00"
1,31.265,32.301,"11:15:00"
2,31.325,32.75,"11:15:00"
3,31.321,33.768,"11:15:00"
4,31.29,34.23,"11:15:00"
5,31.35,33.5,"11:15:00"
6,31.215,29.955,"11:15:00"
7,31.416,31.813,"11:15:00"
8,34.55,33.05,"11:15:00"
9,35,34.6,"11:15:00"
10,35.4,33.9,"11:15:00"
11,35.125,33.95,"11:15:00"
12,34.9,33.65,"11:15:00"
13,34.675,33.042,"11:15:00"
14,34.433,35.833,"11:15:00"
15,33.9,35.483,"11:15:00"
16,33.56,35.37,"11:15:00"
17,33.272,35.193,"11:15:00"
18,36.8,34.617,"11:15:00"
19,36.587,36.173,"11:15:00"
20,36.885,30.705,"11:15:00"
21,35.35,33,"11:15:00"
22,34.5,33.8,"11:15:00"
23,34,34.5,"11:15:00"
24,34,32.7,"11:15:00"
25,31.3,34,"11:15:00"
26,31.35,33.25,"11:15:00"
27,35.8,34,"11:15:00"
28,33.5,35,"11:15:00"
29,31.4,33.8,"11:15:00"
30,34.8,32.5,"11:15:00"
1,31.265,32.301,"11:30:00"
2,31.325,32.75,"11:30:00"
3,31.321,33.768,"11:30:00"
4,31.29,34.23,"11:30:00"
5,31.35,33.5,"11:30:00"
6,31.215,29.955,"11:30:00"
7,31.416,31.813,"11:30:00"
8,34.55,33.05,"11:30:00"
9,35,34.6,"11:30:00"
10,35.4,33.9,"11:30:00"
11,35.125,33.95,"11:30:00"
12,34.9,33.65,"11:30:00"
13,34.675,33.042,"11:30:00"
14,34.433,35.833,"11:30:00"
15,33.9,35.483,"11:30:00"
16,33.56,35.37,"11:30:00"
17,33.272,35.193,"11:30:00"
18,36.8,34.617,"11:30:00"
19,36.587,36.173,"11:30:00"
20,36.885,30.705,"11:30:00"
21,35.35,33,"11:30:00"
22,34.5,33.8,"11:30:00"
23,34,34.5,"11:30:00"
24,34,32.7,"11:30:00"
25,31.3,34,"11:30:00"
26,31.35,33.25,"11:30:00"
27,35.8,34,"11:30:00"
28,33.5,35,"11:30:00"
29,31.4,33.8,"11:30:00"
30,34.8,32.5,"11:30:00"
1,31.265,32.301,"11:45:00"
2,31.325,32.75,"11:45:00"
3,31.321,33.768,"11:45:00"
4,31.29,34.23,"11:45:00"
5,31.35,33.5,"11:45:00"
6,31.215,29.955,"11:45:00"
7,31.416,31.813,"11:45:00"
8,34.55,33.05,"11:45:00"
9,35,34.6,"11:45:00"
10,35.4,33.9,"11:45:00"
11,35.125,33.95,"11:45:00"
12,34.9,33.65,"11:45:00"
13,34.675,33.042,"11:45:00"
14,34.433,35.833,"11:45:00"
15,33.9,35.483,"11:45:00"
16,33.56,35.37,"11:45:00"
17,33.272,35.193,"11:45:00"
18,36.8,34.617,"11:45:00"
19,36.587,36.173,"11:45:00"
20,36.885,30.705,"11:45:00"
21,35.35,33,"11:45:00"
22,34.5,33.8,"11:45:00"
23,34,34.5,"11:45:00"
24,34,32.7,"11:45:00"
25,31.3,34,"11:45:00"
26,31.35,33.25,"11:45:00"
27,35.8,34,"11:45:00"
28,33.5,35,"11:45:00"
29,31.4,33.8,"11:45:00"
30,34.8,32.5,"11:45:00"
1,31.265,32.301,"12:00:00"
2,31.325,32.75,"12:00:00"
3,31.321,33.768,"12:00:00"
4,31.29,34.23,"12:00:00"
5,31.35,33.5,"12:00:00"
6,31.215,29.955,"12:00:00"
7,31.416,31.813,"12:00:00"
8,34.55,33.05,"12:00:00"
9,35,34.6,"12:00:00"
10,35.4,33.9,"12:00:00"
11,35.125,33.95,"12:00:00"
12,34.9,33.65,"12:00:00"
13,34.675,33.042,"12:00:00"
14,34.433,35.833,"12:00:00"
15,33.9,35.483,"12:00:00"
16,33.56,35.37,"12:00:00"
17,33.272,35.193,"12:00:00"
18,36.8,34.617,"12:00:00"
19,36.587,36.173,"12:00:00"
20,36.885,30.705,"12:00:00"
21,35.35,33,"12:00:00"
22,34.5,33.8,"12:00:00"
23,34,34.5,"12:00:00"
24,34,32.7,"12:00:00"
25,31.3,34,"12:00:00"
26,31.35,33.25,"12:00:00"
27,35.8,34,"12:00:00"
28,33.5,35,"12:00:00"
29,31.4,33.8,"12:00:00"
30,34.8,32.5,"12:00:00"
1,31.265,32.301,"12:15:00"
2,31.325,32.75,"12:15:00"
3,31.321,33.768,"12:15:00"
4,31.29,34.23,"12:15:00"
5,31.35,33.5,"12:15:00"
6,31.215,29.955,"12:15:00"
7,31.416,31.813,"12:15:00"
8,34.55,33.05,"12:15:00"
9,35,34.6,"12:15:00"
10,35.4,33.9,"12:15:00"
11,35.125,33.95,"12:15:00"
12,34.9,33.65,"12:15:00"
13,34.675,33.042,"12:15:00"
14,34.433,35.833,"12:15:00"
15,33.9,35.483,"12:15:00"
16,33.56,35.37,"12:15:00"
17,33.272,35.193,"12:15:00"
18,36.8,34.617,"12:15:00"
19,36.587,36.173,"12:15:00"
20,36.885,30.705,"12:15:00"
21,35.35,33,"12:15:00"
22,34.5,33.8,"12:15:00"
23,34,34.5,"12:15:00"
24,34,32.7,"12:15:00"
25,31.3,34,"12:15:00"
26,31.35,33.25,"12:15:00"
27,35.8,34,"12:15:00"
28,33.5,35,"12:15:00"
29,31.4,33.8,"12:15:00"
30,34.8,32.5,"12:15:00"
1,31.265,32.301,"12:30:00"
2,31.325,32.75,"12:30:00"
3,31.321,33.768,"12:30:00"
4,31.29,34.23,"12:30:00"
5,31.35,33.5,"12:30:00"
6,31.215,29.955,"12:30:00"
7,31.416,31.813,"12:30:00"
8,34.55,33.05,"12:30:00"
9,35,34.6,"12:30:00"
10,35.4,33.9,"12:30:00"
11,35.125,33.95,"12:30:00"
12,34.9,33.65,"12:30:00"
13,34.675,33.042,"12:30:00"
14,34.433,35.833,"12:30:00"
15,33.9,35.483,"12:30:00"
16,33.56,35.37,"12:30:00"
17,33.272,35.193,"12:30:00"
18,36.8,34.617,"12:30:00"
19,36.587,36.173,"12:30:00"
20,36.885,30.705,"12:30:00"
21,35.35,33,"12:30:00"
22,34.5,33.8,"12:30:00"
23,34,34.5,"12:30:00"
24,34,32.7,"12:30:00"
25,31.3,34,"12:30:00"
26,31.35,33.25,"12:30:00"
27,35.8,34,"12:30:00"
28,33.5,35,"12:30:00"
29,31.4,33.8,"12:30:00"
30,34.8,32.5,"12:30:00"
1,31.265,32.301,"12:45:00"
2,31.325,32.75,"12:45:00"
3,31.321,33.768,"12:45:00"
4,31.29,34.23,"12:45:00"
5,31.35,33.5,"12:45:00"
6,31.215,29.955,"12:45:00"
7,31.416,31.813,"12:45:00"
8,34.55,33.05,"12:45:00"
9,35,34.6,"12:45:00"
10,35.4,33.9,"12:45:00"
11,35.125,33.95,"12:45:00"
12,34.9,33.65,"12:45:00"
13,34.675,33.042,"12:45:00"
14,34.433,35.833,"12:45:00"
15,33.9,35.483,"12:45:00"
16,33.56,35.37,"12:45:00"
17,33.272,35.193,"12:45:00"
18,36.8,34.617,"12:45:00"
19,36.587,36.173,"12:45:00"
20,36.885,30.705,"12:45:00"
21,35.35,33,"12:45:00"
22,34.5,33.8,"12:45:00"
23,34,34.5,"12:45:00"
24,34,32.7,"12:45:00"
25,31.3,34,"12:45:00"
26,31.35,33.25,"12:45:00"
27,35.8,34,"12:45:00"
28,33.5,35,"12:45:00"
29,31.4,33.8,"12:45:00"
30,34.8,32.5,"12:45:00"
1,31.265,32.301,"13:00:00"
2,31.325,32.75,"13:00:00"
3,31.321,33.768,"13:00:00"
4,31.29,34.23,"13:00:00"
5,31.35,33.5,"13:00:00"
6,31.215,29.955,"13:00:00"
7,31.416,31.813,"13:00:00"
8,34.55,33.05,"13:00:00"
9,35,34.6,"13:00:00"
10,35.4,33.9,"13:00:00"
11,35.125,33.95,"13:00:00"
12,34.9,33.65,"13:00:00"
13,34.675,33.042,"13:00:00"
14,34.433,35.833,"13:00:00"
15,33.9,35.483,"13:00:00"
16,33.56,35.37,"13:00:00"
17,33.272,35.193,"13:00:00"
18,36.8,34.617,"13:00:00"
19,36.587,36.173,"13:00:00"
20,36.885,30.705,"13:00:00"
21,35.35,33,"13:00:00"
22,34.5,33.8,"13:00:00"
23,34,34.5,"13:00:00"
24,34,32.7,"13:00:00"
25,31.3,34,"13:00:00"
26,31.35,33.25,"13:00:00"
27,35.8,34,"13:00:00"
28,33.5,35,"13:00:00"
29,31.4,33.8,"13:00:00"
30,34.8,32.5,"13:00:00"
1,31.265,32.301,"13:15:00"
2,31.325,32.75,"13:15:00"
3,31.321,33.768,"13:15:00"
4,31.29,34.23,"13:15:00"
5,31.35,33.5,"13:15:00"
6,31.215,29.955,"13:15:00"
7,31.416,31.813,"13:15:00"
8,34.55,33.05,"13:15:00"
9,35,34.6,"13:15:00"
10,35.4,33.9,"13:15:00"
11,35.125,33.95,"13:15:00"
12,34.9,33.65,"13:15:00"
13,34.675,33.042,"13:15:00"
14,34.433,35.833,"13:15:00"
15,33.9,35.483,"13:15:00"
16,33.56,35.37,"13:15:00"
17,33.272,35.193,"13:15:00"
18,36.8,34.617,"13:15:00"
19,36.587,36.173,"13:15:00"
20,36.885,30.705,"13:15:00"
21,35.35,33,"13:15:00"
22,34.5,33.8,"13:15:00"
23,34,34.5,"13:15:00"
24,34,32.7,"13:15:00"
25,31.3,34,"13:15:00"
26,31.35,33.25,"13:15:00"
27,35.8,34,"13:15:00"
28,33.5,35,"13:15:00"
29,31.4,33.8,"13:15:00"
30,34.8,32.5,"13:15:00"
1,31.265,32.301,"13:30:00"
2,31.325,32.75,"13:30:00"
3,31.321,33.768,"13:30:00"
4,31.29,34.23,"13:30:00"
5,31.35,33.5,"13:30:00"
6,31.215,29.955,"13:30:00"
7,31.416,31.813,"13:30:00"
8,34.55,33.05,"13:30:00"
9,35,34.6,"13:30:00"
10,35.4,33.9,"13:30:00"
11,35.125,33.95,"13:30:00"
12,34.9,33.65,"13:30:00"
13,34.675,33.042,"13:30:00"
14,34.433,35.833,"13:30:00"
15,33.9,35.483,"13:30:00"
16,33.56,35.37,"13:30:00"
17,33.272,35.193,"13:30:00"
18,36.8,34.617,"13:30:00"
19,36.587,36.173,"13:30:00"
20,36.885,30.705,"13:30:00"
21,35.35,33,"13:30:00"
22,34.5,33.8,"13:30:00"
23,34,34.5,"13:30:00"
24,34,32.7,"13:30:00"
25,31.3,34,"13:30:00"
26,31.35,33.25,"13:30:00"
27,35.8,34,"13:30:00"
28,33.5,35,"13:30:00"
29,31.4,33.8,"13:30:00"
30,34.8,32.5,"13:30:00"
1,31.265,32.301,"13:45:00"
2,31.325,32.75,"13:45:00"
3,31.321,33.768,"13:45:00"
4,31.29,34.23,"13:45:00"
5,31.35,33.5,"13:45:00"
6,31.215,29.955,"13:45:00"
7,31.416,31.813,"13:45:00"
8,34.55,33.05,"13:45:00"
9,35,34.6,"13:45:00"
10,35.4,33.9,"13:45:00"
11,35.125,33.95,"13:45:00"
12,34.9,33.65,"13:45:00"
13,34.675,33.042,"13:45:00"
14,34.433,35.833,"13:45:00"
15,33.9,35.483,"13:45:00"
16,33.56,35.37,"13:45:00"
17,33.272,35.193,"13:45:00"
18,36.8,34.617,"13:45:00"
19,36.587,36.173,"13:45:00"
20,36.885,30.705,"13:45:00"
21,35.35,33,"13:45:00"
22,34.5,33.8,"13:45:00"
23,34,34.5,"13:45:00"
24,34,32.7,"13:45:00"
25,31.3,34,"13:45:00"
26,31.35,33.25,"13:45:00"
27,35.8,34,"13:45:00"
28,33.5,35,"13:45:00"
29,31.4,33.8,"13:45:00"
30,34.8,32.5,"13:45:00"
1,31.265,32.301,"14:00:00"
2,31.325,32.75,"14:00:00"
3,31.321,33.768,"14:00:00"
4,31.29,34.23,"14:00:00"
5,31.35,33.5,"14:00:00"
6,31.215,29.955,"14:00:00"
7,31.416,31.813,"14:00:00"
8,34.55,33.05,"14:00:00"
9,35,34.6,"14:00:00"
10,35.4,33.9,"14:00:00"
11,35.125,33.95,"14:00:00"
12,34.9,33.65,"14:00:00"
13,34.675,33.042,"14:00:00"
14,34.433,35.833,"14:00:00"
15,33.9,35.483,"14:00:00"
16,33.56,35.37,"14:00:00"
17,33.272,35.193,"14:00:00"
18,36.8,34.617,"14:00:00"
19,36.587,36.173,"14:00:00"
20,36.885,30.705,"14:00:00"
21,35.35,33,"14:00:00"
22,34.5,33.8,"14:00:00"
23,34,34.5,"14:00:00"
24,34,32.7,"14:00:00"
25,31.3,34,"14:00:00"
26,31.35,33.25,"14:00:00"
27,35.8,34,"14:00:00"
28,33.5,35,"14:00:00"
29,31.4,33.8,"14:00:00"
30,34.8,32.5,"14:00:00"
1,31.265,32.301,"14:15:00"
2,31.325,32.75,"14:15:00"
3,31.321,33.768,"14:15:00"
4,31.29,34.23,"14:15:00"
5,31.35,33.5,"14:15:00"
6,31.215,29.955,"14:15:00"
7,31.416,31.813,"14:15:00"
8,34.55,33.05,"14:15:00"
9,35,34.6,"14:15:00"
10,35.4,33.9,"14:15:00"
11,35.125,33.95,"14:15:00"
12,34.9,33.65,"14:15:00"
13,34.675,33.042,"14:15:00"
14,34.433,35.833,"14:15:00"
15,33.9,35.483,"14:15:00"
16,33.56,35.37,"14:15:00"
17,33.272,35.193,"14:15:00"
18,36.8,34.617,"14:15:00"
19,36.587,36.173,"14:15:00"
20,36.885,30.705,"14:15:00"
21,35.35,33,"14:15:00"
22,34.5,33.8,"14:15:00"
23,34,34.5,"14:15:00"
24,34,32.7,"14:15:00"
25,31.3,34,"14:15:00"
26,31.35,33.25,"14:15:00"
27,35.8,34,"14:15:00"
28,33.5,35,"14:15:00"
29,31.4,33.8,"14:15:00"
30,34.8,32.5,"14:15:00"
1,31.265,32.301,"14:30:00"
2,31.325,32.75,"14:30:00"
3,31.321,33.768,"14:30:00"
4,31.29,34.23,"14:30:00"
5,31.35,33.5,"14:30:00"
6,31.215,29.955,"14:30:00"
7,31.416,31.813,"14:30:00"
8,34.55,33.05,"14:30:00"
9,35,34.6,"14:30:00"
10,35.4,33.9,"14:30:00"
11,35.125,33.95,"14:30:00"
12,34.9,33.65,"14:30:00"
13,34.675,33.042,"14:30:00"
14,34.433,35.833,"14:30:00"
15,33.9,35.483,"14:30:00"
16,33.56,35.37,"14:30:00"
17,33.272,35.193,"14:30:00"
18,36.8,34.617,"14:30:00"
19,36.587,36.173,"14:30:00"
20,36.885,30.705,"14:30:00"
21,35.35,33,"14:30:00"
22,34.5,33.8,"14:30:00"
23,34,34.5,"14:30:00"
24,34,32.7,"14:30:00"
25,31.3,34,"14:30:00"
26,31.35,33.25,"14:30:00"
27,35.8,34,"14:30:00"
28,33.5,35,"14:30:00"
29,31.4,33.8,"14:30:00"
30,34.8,32.5,"14:30:00"
1,31.265,32.301,"14:45:00"
2,31.325,32.75,"14:45:00"
3,31.321,33.768,"14:45:00"
4,31.29,34.23,"14:45:00"
5,31.35,33.5,"14:45:00"
6,31.215,29.955,"14:45:00"
7,31.416,31.813,"14:45:00"
8,34.55,33.05,"14:45:00"
9,35,34.6,"14:45:00"
10,35.4,33.9,"14:45:00"
11,35.125,33.95,"14:45:00"
12,34.9,33.65,"14:45:00"
13,34.675,33.042,"14:45:00"
14,34.433,35.833,"14:45:00"
15,33.9,35.483,"14:45:00"
16,33.56,35.37,"14:45:00"
17,33.272,35.193,"14:45:00"
18,36.8,34.617,"14:45:00"
19,36.587,36.173,"14:45:00"
20,36.885,30.705,"14:45:00"
21,35.35,33,"14:45:00"
22,34.5,33.8,"14:45:00"
23,34,34.5,"14:45:00"
24,34,32.7,"14:45:00"
25,31.3,34,"14:45:00"
26,31.35,33.25,"14:45:00"
27,35.8,34,"14:45:00"
28,33.5,35,"14:45:00"
29,31.4,33.8,"14:45:00"
30,34.8,32.5,"14:45:00"
1,31.265,32.301,"15:00:00"
2,31.325,32.75,"15:00:00"
3,31.321,33.768,"15:00:00"
4,31.29,34.23,"15:00:00"
5,31.35,33.5,"15:00:00"
6,31.215,29.955,"15:00:00"
7,31.416,31.813,"15:00:00"
8,34.55,33.05,"15:00:00"
9,35,34.6,"15:00:00"
10,35.4,33.9,"15:00:00"
11,35.125,33.95,"15:00:00"
12,34.9,33.65,"15:00:00"
13,34.675,33.042,"15:00:00"
14,34.433,35.833,"15:00:00"
15,33.9,35.483,"15:00:00"
16,33.56,35.37,"15:00:00"
17,33.272,35.193,"15:00:00"
18,36.8,34.617,"15:00:00"
19,36.587,36.173,"15:00:00"
20,36.885,30.705,"15:00:00"
21,35.35,33,"15:00:00"
22,34.5,33.8,"15:00:00"
23,34,34.5,"15:00:00"
24,34,32.7,"15:00:00"
25,31.3,34,"15:00:00"
26,31.35,33.25,"15:00:00"
27,35.8,34,"15:00:00"
28,33.5,35,"15:00:00"
29,31.4,33.8,"15:00:00"
30,34.8,32.5,"15:00:00"
1,31.265,32.301,"15:15:00"
2,31.325,32.75,"15:15:00"
3,31.321,33.768,"15:15:00"
4,31.29,34.23,"15:15:00"
5,31.35,33.5,"15:15:00"
6,31.215,29.955,"15:15:00"
7,31.416,31.813,"15:15:00"
8,34.55,33.05,"15:15:00"
9,35,34.6,"15:15:00"
10,35.4,33.9,"15:15:00"
11,35.125,33.95,"15:15:00"
12,34.9,33.65,"15:15:00"
13,34.675,33.042,"15:15:00"
14,34.433,35.833,"15:15:00"
15,33.9,35.483,"15:15:00"
16,33.56,35.37,"15:15:00"
17,33.272,35.193,"15:15:00"
18,36.8,34.617,"15:15:00"
19,36.587,36.173,"15:15:00"
20,36.885,30.705,"15:15:00"
21,35.35,33,"15:15:00"
22,34.5,33.8,"15:15:00"
23,34,34.5,"15:15:00"
24,34,32.7,"15:15:00"
25,31.3,34,"15:15:00"
26,31.35,33.25,"15:15:00"
27,35.8,34,"15:15:00"
28,33.5,35,"15:15:00"
29,31.4,33.8,"15:15:00"
30,34.8,32.5,"15:15:00"
1,31.265,32.301,"15:30:00"
2,31.325,32.75,"15:30:00"
3,31.321,33.768,"15:30:00"
4,31.29,34.23,"15:30:00"
5,31.35,33.5,"15:30:00"
6,31.215,29.955,"15:30:00"
7,31.416,31.813,"15:30:00"
8,34.55,33.05,"15:30:00"
9,35,34.6,"15:30:00"
10,35.4,33.9,"15:30:00"
11,35.125,33.95,"15:30:00"
12,34.9,33.65,"15:30:00"
13,34.675,33.042,"15:30:00"
14,34.433,35.833,"15:30:00"
15,33.9,35.483,"15:30:00"
16,33.56,35.37,"15:30:00"
17,33.272,35.193,"15:30:00"
18,36.8,34.617,"15:30:00"
19,36.587,36.173,"15:30:00"
20,36.885,30.705,"15:30:00"
21,35.35,33,"15:30:00"
22,34.5,33.8,"15:30:00"
23,34,34.5,"15:30:00"
24,34,32.7,"15:30:00"
25,31.3,34,"15:30:00"
26,31.35,33.25,"15:30:00"
27,35.8,34,"15:30:00"
28,33.5,35,"15:30:00"
29,31.4,33.8,"15:30:00"
30,34.8,32.5,"15:30:00"
1,31.265,32.301,"15:45:00"
2,31.325,32.75,"15:45:00"
3,31.321,33.768,"15:45:00"
4,31.29,34.23,"15:45:00"
5,31.35,33.5,"15:45:00"
6,31.215,29.955,"15:45:00"
7,31.416,31.813,"15:45:00"
8,34.55,33.05,"15:45:00"
9,35,34.6,"15:45:00"
10,35.4,33.9,"15:45:00"
11,35.125,33.95,"15:45:00"
12,34.9,33.65,"15:45:00"
13,34.675,33.042,"15:45:00"
14,34.433,35.833,"15:45:00"
15,33.9,35.483,"15:45:00"
16,33.56,35.37,"15:45:00"
17,33.272,35.193,"15:45:00"
18,36.8,34.617,"15:45:00"
19,36.587,36.173,"15:45:00"
20,36.885,30.705,"15:45:00"
21,35.35,33,"15:45:00"
22,34.5,33.8,"15:45:00"
23,34,34.5,"15:45:00"
24,34,32.7,"15:45:00"
25,31.3,34,"15:45:00"
26,31.35,33.25,"15:45:00"
27,35.8,34,"15:45:00"
28,33.5,35,"15:45:00"
29,31.4,33.8,"15:45:00"
30,34.8,32.5,"15:45:00"
1,31.265,32.301,"16:00:00"
2,31.325,32.75,"16:00:00"
3,31.321,33.768,"16:00:00"
4,31.29,34.23,"16:00:00"
5,31.35,33.5,"16:00:00"
6,31.215,29.955,"16:00:00"
7,31.416,31.813,"16:00:00"
8,34.55,33.05,"16:00:00"
9,35,34.6,"16:00:00"
10,35.4,33.9,"16:00:00"
11,35.125,33.95,"16:00:00"
12,34.9,33.65,"16:00:00"
13,34.675,33.042,"16:00:00"
14,34.433,35.833,"16:00:00"
15,33.9,35.483,"16:00:00"
16,33.56,35.37,"16:00:00"
17,33.272,35.193,"16:00:00"
18,36.8,34.617,"16:00:00"
19,36.587,36.173,"16:00:00"
20,36.885,30.705,"16:00:00"
21,35.35,33,"16:00:00"
22,34.5,33.8,"16:00:00"
23,34,34.5,"16:00:00"
24,34,32.7,"16:00:00"
25,31.3,34,"16:00:00"
26,31.35,33.25,"16:00:00"
27,35.8,34,"16:00:00"
28,33.5,35,"16:00:00"
29,31.4,33.8,"16:00:00"
30,34.8,32.5,"16:00:00"
1,31.265,32.301,"16:15:00"
2,31.325,32.75,"16:15:00"
3,31.321,33.768,"16:15:00"
4,31.29,34.23,"16:15:00"
5,31.35,33.5,"16:15:00"
6,31.215,29.955,"16:15:00"
7,31.416,31.813,"16:15:00"
8,34.55,33.05,"16:15:00"
9,35,34.6,"16:15:00"
10,35.4,33.9,"16:15:00"
11,35.125,33.95,"16:15:00"
12,34.9,33.65,"16:15:00"
13,34.675,33.042,"16:15:00"
14,34.433,35.833,"16:15:00"
15,33.9,35.483,"16:15:00"
16,33.56,35.37,"16:15:00"
17,33.272,35.193,"16:15:00"
18,36.8,34.617,"16:15:00"
19,36.587,36.173,"16:15:00"
20,36.885,30.705,"16:15:00"
21,35.35,33,"16:15:00"
22,34.5,33.8,"16:15:00"
23,34,34.5,"16:15:00"
24,34,32.7,"16:15:00"
25,31.3,34,"16:15:00"
26,31.35,33.25,"16:15:00"
27,35.8,34,"16:15:00"
28,33.5,35,"16:15:00"
29,31.4,33.8,"16:15:00"
30,34.8,32.5,"16:15:00"
1,31.265,32.301,"16:30:00"
2,31.325,32.75,"16:30:00"
3,31.321,33.768,"16:30:00"
4,31.29,34.23,"16:30:00"
5,31.35,33.5,"16:30:00"
6,31.215,29.955,"16:30:00"
7,31.416,31.813,"16:30:00"
8,34.55,33.05,"16:30:00"
9,35,34.6,"16:30:00"
10,35.4,33.9,"16:30:00"
11,35.125,33.95,"16:30:00"
12,34.9,33.65,"16:30:00"
13,34.675,33.042,"16:30:00"
14,34.433,35.833,"16:30:00"
15,33.9,35.483,"16:30:00"
16,33.56,35.37,"16:30:00"
17,33.272,35.193,"16:30:00"
18,36.8,34.617,"16:30:00"
19,36.587,36.173,"16:30:00"
20,36.885,30.705,"16:30:00"
21,35.35,33,"16:30:00"
22,34.5,33.8,"16:30:00"
23,34,34.5,"16:30:00"
24,34,32.7,"16:30:00"
25,31.3,34,"16:30:00"
26,31.35,33.25,"16:30:00"
27,35.8,34,"16:30:00"
28,33.5,35,"16:30:00"
29,31.4,33.8,"16:30:00"
30,34.8,32.5,"16:30:00"
1,31.265,32.301,"16:45:00"
2,31.325,32.75,"16:45:00"
