"release_id","lat","lon","release_time"
3,31.321,33.768,"16:45:00"
4,31.29,34.23,"16:45:00"
5,31.35,33.5,"16:45:00"
6,31.215,29.955,"16:45:00"
7,31.416,31.813,"16:45:00"
8,34.55,33.05,"16:45:00"
9,35,34.6,"16:45:00"
10,35.4,33.9,"16:45:00"
11,35.125,33.95,"16:45:00"
12,34.9,33.65,"16:45:00"
13,34.675,33.042,"16:45:00"
14,34.433,35.833,"16:45:00"
15,33.9,35.483,"16:45:00"
16,33.56,35.37,"16:45:00"
17,33.272,35.193,"16:45:00"
18,36.8,34.617,"16:45:00"
19,36.587,36.173,"16:45:00"
20,36.885,30.705,"16:45:00"
21,35.35,33,"16:45:00"
22,34.5,33.8,"16:45:00"
23,34,34.5,"16:45:00"
24,34,32.7,"16:45:00"
25,31.3,34,"16:45:00"
26,31.35,33.25,"16:45:00"
27,35.8,34,"16:45:00"
28,33.5,35,"16:45:00"
29,31.4,33.8,"16:45:00"
30,34.8,32.5,"16:45:00"
1,31.265,32.301,"17:00:00"
2,31.325,32.75,"17:00:00"
3,31.321,33.768,"17:00:00"
4,31.29,34.23,"17:00:00"
5,31.35,33.5,"17:00:00"
6,31.215,29.955,"17:00:00"
7,31.416,31.813,"17:00:00"
8,34.55,33.05,"17:00:00"
9,35,34.6,"17:00:00"
10,35.4,33.9,"17:00:00"
11,35.125,33.95,"17:00:00"
12,34.9,33.65,"17:00:00"
13,34.675,33.042,"17:00:00"
14,34.433,35.833,"17:00:00"
15,33.9,35.483,"17:00:00"
16,33.56,35.37,"17:00:00"
17,33.272,35.193,"17:00:00"
18,36.8,34.617,"17:00:00"
19,36.587,36.173,"17:00:00"
20,36.885,30.705,"17:00:00"
21,35.35,33,"17:00:00"
22,34.5,33.8,"17:00:00"
23,34,34.5,"17:00:00"
24,34,32.7,"17:00:00"
25,31.3,34,"17:00:00"
26,31.35,33.25,"17:00:00"
27,35.8,34,"17:00:00"
28,33.5,35,"17:00:00"
29,31.4,33.8,"17:00:00"
30,34.8,32.5,"17:00:00"
1,31.265,32.301,"17:15:00"
2,31.325,32.75,"17:15:00"
3,31.321,33.768,"17:15:00"
4,31.29,34.23,"17:15:00"
5,31.35,33.5,"17:15:00"
6,31.215,29.955,"17:15:00"
7,31.416,31.813,"17:15:00"
8,34.55,33.05,"17:15:00"
9,35,34.6,"17:15:00"
10,35.4,33.9,"17:15:00"
11,35.125,33.95,"17:15:00"
12,34.9,33.65,"17:15:00"
13,34.675,33.042,"17:15:00"
14,34.433,35.833,"17:15:00"
15,33.9,35.483,"17:15:00"
16,33.56,35.37,"17:15:00"
17,33.272,35.193,"17:15:00"
18,36.8,34.617,"17:15:00"
19,36.587,36.173,"17:15:00"
20,36.885,30.705,"17:15:00"
21,35.35,33,"17:15:00"
22,34.5,33.8,"17:15:00"
23,34,34.5,"17:15:00"
24,34,32.7,"17:15:00"
25,31.3,34,"17:15:00"
26,31.35,33.25,"17:15:00"
27,35.8,34,"17:15:00"
28,33.5,35,"17:15:00"
29,31.4,33.8,"17:15:00"
30,34.8,32.5,"17:15:00"
1,31.265,32.301,"17:30:00"
2,31.325,32.75,"17:30:00"
3,31.321,33.768,"17:30:00"
4,31.29,34.23,"17:30:00"
5,31.35,33.5,"17:30:00"
6,31.215,29.955,"17:30:00"
7,31.416,31.813,"17:30:00"
8,34.55,33.05,"17:30:00"
9,35,34.6,"17:30:00"
10,35.4,33.9,"17:30:00"
11,35.125,33.95,"17:30:00"
12,34.9,33.65,"17:30:00"
13,34.675,33.042,"17:30:00"
14,34.433,35.833,"17:30:00"
15,33.9,35.483,"17:30:00"
16,33.56,35.37,"17:30:00"
17,33.272,35.193,"17:30:00"
18,36.8,34.617,"17:30:00"
19,36.587,36.173,"17:30:00"
20,36.885,30.705,"17:30:00"
21,35.35,33,"17:30:00"
22,34.5,33.8,"17:30:00"
23,34,34.5,"17:30:00"
24,34,32.7,"17:30:00"
25,31.3,34,"17:30:00"
26,31.35,33.25,"17:30:00"
27,35.8,34,"17:30:00"
28,33.5,35,"17:30:00"
29,31.4,33.8,"17:30:00"
30,34.8,32.5,"17:30:00"
1,31.265,32.301,"17:45:00"
2,31.325,32.75,"17:45:00"
3,31.321,33.768,"17:45:00"
4,31.29,34.23,"17:45:00"
5,31.35,33.5,"17:45:00"
6,31.215,29.955,"17:45:00"
7,31.416,31.813,"17:45:00"
8,34.55,33.05,"17:45:00"
9,35,34.6,"17:45:00"
10,35.4,33.9,"17:45:00"
11,35.125,33.95,"17:45:00"
12,34.9,33.65,"17:45:00"
13,34.675,33.042,"17:45:00"
14,34.433,35.833,"17:45:00"
15,33.9,35.483,"17:45:00"
16,33.56,35.37,"17:45:00"
17,33.272,35.193,"17:45:00"
18,36.8,34.617,"17:45:00"
19,36.587,36.173,"17:45:00"
20,36.885,30.705,"17:45:00"
21,35.35,33,"17:45:00"
22,34.5,33.8,"17:45:00"
23,34,34.5,"17:45:00"
24,34,32.7,"17:45:00"
25,31.3,34,"17:45:00"
26,31.35,33.25,"17:45:00"
27,35.8,34,"17:45:00"
28,33.5,35,"17:45:00"
29,31.4,33.8,"17:45:00"
30,34.8,32.5,"17:45:00"
1,31.265,32.301,"18:00:00"
2,31.325,32.75,"18:00:00"
3,31.321,33.768,"18:00:00"
4,31.29,34.23,"18:00:00"
5,31.35,33.5,"18:00:00"
6,31.215,29.955,"18:00:00"
7,31.416,31.813,"18:00:00"
8,34.55,33.05,"18:00:00"
9,35,34.6,"18:00:00"
10,35.4,33.9,"18:00:00"
11,35.125,33.95,"18:00:00"
12,34.9,33.65,"18:00:00"
13,34.675,33.042,"18:00:00"
14,34.433,35.833,"18:00:00"
15,33.9,35.483,"18:00:00"
16,33.56,35.37,"18:00:00"
17,33.272,35.193,"18:00:00"
18,36.8,34.617,"18:00:00"
19,36.587,36.173,"18:00:00"
20,36.885,30.705,"18:00:00"
21,35.35,33,"18:00:00"
22,34.5,33.8,"18:00:00"
23,34,34.5,"18:00:00"
24,34,32.7,"18:00:00"
25,31.3,34,"18:00:00"
26,31.35,33.25,"18:00:00"
27,35.8,34,"18:00:00"
28,33.5,35,"18:00:00"
29,31.4,33.8,"18:00:00"
30,34.8,32.5,"18:00:00"
1,31.265,32.301,"18:15:00"
2,31.325,32.75,"18:15:00"
3,31.321,33.768,"18:15:00"
4,31.29,34.23,"18:15:00"
5,31.35,33.5,"18:15:00"
6,31.215,29.955,"18:15:00"
7,31.416,31.813,"18:15:00"
8,34.55,33.05,"18:15:00"
9,35,34.6,"18:15:00"
10,35.4,33.9,"18:15:00"
11,35.125,33.95,"18:15:00"
12,34.9,33.65,"18:15:00"
13,34.675,33.042,"18:15:00"
14,34.433,35.833,"18:15:00"
15,33.9,35.483,"18:15:00"
16,33.56,35.37,"18:15:00"
17,33.272,35.193,"18:15:00"
18,36.8,34.617,"18:15:00"
19,36.587,36.173,"18:15:00"
20,36.885,30.705,"18:15:00"
21,35.35,33,"18:15:00"
22,34.5,33.8,"18:15:00"
23,34,34.5,"18:15:00"
24,34,32.7,"18:15:00"
25,31.3,34,"18:15:00"
26,31.35,33.25,"18:15:00"
27,35.8,34,"18:15:00"
28,33.5,35,"18:15:00"
29,31.4,33.8,"18:15:00"
30,34.8,32.5,"18:15:00"
1,31.265,32.301,"18:30:00"
2,31.325,32.75,"18:30:00"
3,31.321,33.768,"18:30:00"
4,31.29,34.23,"18:30:00"
5,31.35,33.5,"18:30:00"
6,31.215,29.955,"18:30:00"
7,31.416,31.813,"18:30:00"
8,34.55,33.05,"18:30:00"
9,35,34.6,"18:30:00"
10,35.4,33.9,"18:30:00"
11,35.125,33.95,"18:30:00"
12,34.9,33.65,"18:30:00"
13,34.675,33.042,"18:30:00"
14,34.433,35.833,"18:30:00"
15,33.9,35.483,"18:30:00"
16,33.56,35.37,"18:30:00"
17,33.272,35.193,"18:30:00"
18,36.8,34.617,"18:30:00"
19,36.587,36.173,"18:30:00"
20,36.885,30.705,"18:30:00"
21,35.35,33,"18:30:00"
22,34.5,33.8,"18:30:00"
23,34,34.5,"18:30:00"
24,34,32.7,"18:30:00"
25,31.3,34,"18:30:00"
26,31.35,33.25,"18:30:00"
27,35.8,34,"18:30:00"
28,33.5,35,"18:30:00"
29,31.4,33.8,"18:30:00"
30,34.8,32.5,"18:30:00"
1,31.265,32.301,"18:45:00"
2,31.325,32.75,"18:45:00"
3,31.321,33.768,"18:45:00"
4,31.29,34.23,"18:45:00"
5,31.35,33.5,"18:45:00"
6,31.215,29.955,"18:45:00"
7,31.416,31.813,"18:45:00"
8,34.55,33.05,"18:45:00"
9,35,34.6,"18:45:00"
10,35.4,33.9,"18:45:00"
11,35.125,33.95,"18:45:00"
12,34.9,33.65,"18:45:00"
13,34.675,33.042,"18:45:00"
14,34.433,35.833,"18:45:00"
15,33.9,35.483,"18:45:00"
16,33.56,35.37,"18:45:00"
17,33.272,35.193,"18:45:00"
18,36.8,34.617,"18:45:00"
19,36.587,36.173,"18:45:00"
20,36.885,30.705,"18:45:00"
21,35.35,33,"18:45:00"
22,34.5,33.8,"18:45:00"
23,34,34.5,"18:45:00"
24,34,32.7,"18:45:00"
25,31.3,34,"18:45:00"
26,31.35,33.25,"18:45:00"
27,35.8,34,"18:45:00"
28,33.5,35,"18:45:00"
29,31.4,33.8,"18:45:00"
30,34.8,32.5,"18:45:00"
1,31.265,32.301,"19:00:00"
2,31.325,32.75,"19:00:00"
3,31.321,33.768,"19:00:00"
4,31.29,34.23,"19:00:00"
5,31.35,33.5,"19:00:00"
6,31.215,29.955,"19:00:00"
7,31.416,31.813,"19:00:00"
8,34.55,33.05,"19:00:00"
9,35,34.6,"19:00:00"
10,35.4,33.9,"19:00:00"
11,35.125,33.95,"19:00:00"
12,34.9,33.65,"19:00:00"
13,34.675,33.042,"19:00:00"
14,34.433,35.833,"19:00:00"
15,33.9,35.483,"19:00:00"
16,33.56,35.37,"19:00:00"
17,33.272,35.193,"19:00:00"
18,36.8,34.617,"19:00:00"
19,36.587,36.173,"19:00:00"
20,36.885,30.705,"19:00:00"
21,35.35,33,"19:00:00"
22,34.5,33.8,"19:00:00"
23,34,34.5,"19:00:00"
24,34,32.7,"19:00:00"
25,31.3,34,"19:00:00"
26,31.35,33.25,"19:00:00"
27,35.8,34,"19:00:00"
28,33.5,35,"19:00:00"
29,31.4,33.8,"19:00:00"
30,34.8,32.5,"19:00:00"
1,31.265,32.301,"19:15:00"
2,31.325,32.75,"19:15:00"
3,31.321,33.768,"19:15:00"
4,31.29,34.23,"19:15:00"
5,31.35,33.5,"19:15:00"
6,31.215,29.955,"19:15:00"
7,31.416,31.813,"19:15:00"
8,34.55,33.05,"19:15:00"
9,35,34.6,"19:15:00"
10,35.4,33.9,"19:15:00"
11,35.125,33.95,"19:15:00"
12,34.9,33.65,"19:15:00"
13,34.675,33.042,"19:15:00"
14,34.433,35.833,"19:15:00"
15,33.9,35.483,"19:15:00"
16,33.56,35.37,"19:15:00"
17,33.272,35.193,"19:15:00"
18,36.8,34.617,"19:15:00"
19,36.587,36.173,"19:15:00"
20,36.885,30.705,"19:15:00"
21,35.35,33,"19:15:00"
22,34.5,33.8,"19:15:00"
23,34,34.5,"19:15:00"
24,34,32.7,"19:15:00"
25,31.3,34,"19:15:00"
26,31.35,33.25,"19:15:00"
27,35.8,34,"19:15:00"
28,33.5,35,"19:15:00"
29,31.4,33.8,"19:15:00"
30,34.8,32.5,"19:15:00"
1,31.265,32.301,"19:30:00"
2,31.325,32.75,"19:30:00"
3,31.321,33.768,"19:30:00"
4,31.29,34.23,"19:30:00"
5,31.35,33.5,"19:30:00"
6,31.215,29.955,"19:30:00"
7,31.416,31.813,"19:30:00"
8,34.55,33.05,"19:30:00"
9,35,34.6,"19:30:00"
10,35.4,33.9,"19:30:00"
11,35.125,33.95,"19:30:00"
12,34.9,33.65,"19:30:00"
13,34.675,33.042,"19:30:00"
14,34.433,35.833,"19:30:00"
15,33.9,35.483,"19:30:00"
16,33.56,35.37,"19:30:00"
17,33.272,35.193,"19:30:00"
18,36.8,34.617,"19:30:00"
19,36.587,36.173,"19:30:00"
20,36.885,30.705,"19:30:00"
21,35.35,33,"19:30:00"
22,34.5,33.8,"19:30:00"
23,34,34.5,"19:30:00"
24,34,32.7,"19:30:00"
25,31.3,34,"19:30:00"
26,31.35,33.25,"19:30:00"
27,35.8,34,"19:30:00"
28,33.5,35,"19:30:00"
29,31.4,33.8,"19:30:00"
30,34.8,32.5,"19:30:00"
1,31.265,32.301,"19:45:00"
2,31.325,32.75,"19:45:00"
3,31.321,33.768,"19:45:00"
4,31.29,34.23,"19:45:00"
5,31.35,33.5,"19:45:00"
6,31.215,29.955,"19:45:00"
7,31.416,31.813,"19:45:00"
8,34.55,33.05,"19:45:00"
9,35,34.6,"19:45:00"
10,35.4,33.9,"19:45:00"
11,35.125,33.95,"19:45:00"
12,34.9,33.65,"19:45:00"
13,34.675,33.042,"19:45:00"
14,34.433,35.833,"19:45:00"
15,33.9,35.483,"19:45:00"
16,33.56,35.37,"19:45:00"
17,33.272,35.193,"19:45:00"
18,36.8,34.617,"19:45:00"
19,36.587,36.173,"19:45:00"
20,36.885,30.705,"19:45:00"
21,35.35,33,"19:45:00"
22,34.5,33.8,"19:45:00"
23,34,34.5,"19:45:00"
24,34,32.7,"19:45:00"
25,31.3,34,"19:45:00"
26,31.35,33.25,"19:45:00"
27,35.8,34,"19:45:00"
28,33.5,35,"19:45:00"
29,31.4,33.8,"19:45:00"
30,34.8,32.5,"19:45:00"
1,31.265,32.301,"20:00:00"
2,31.325,32.75,"20:00:00"
3,31.321,33.768,"20:00:00"
4,31.29,34.23,"20:00:00"
5,31.35,33.5,"20:00:00"
6,31.215,29.955,"20:00:00"
7,31.416,31.813,"20:00:00"
8,34.55,33.05,"20:00:00"
9,35,34.6,"20:00:00"
10,35.4,33.9,"20:00:00"
11,35.125,33.95,"20:00:00"
12,34.9,33.65,"20:00:00"
13,34.675,33.042,"20:00:00"
14,34.433,35.833,"20:00:00"
15,33.9,35.483,"20:00:00"
16,33.56,35.37,"20:00:00"
17,33.272,35.193,"20:00:00"
18,36.8,34.617,"20:00:00"
19,36.587,36.173,"20:00:00"
20,36.885,30.705,"20:00:00"
21,35.35,33,"20:00:00"
22,34.5,33.8,"20:00:00"
23,34,34.5,"20:00:00"
24,34,32.7,"20:00:00"
25,31.3,34,"20:00:00"
26,31.35,33.25,"20:00:00"
27,35.8,34,"20:00:00"
28,33.5,35,"20:00:00"
29,31.4,33.8,"20:00:00"
30,34.8,32.5,"20:00:00"
1,31.265,32.301,"20:15:00"
2,31.325,32.75,"20:15:00"
3,31.321,33.768,"20:15:00"
4,31.29,34.23,"20:15:00"
5,31.35,33.5,"20:15:00"
6,31.215,29.955,"20:15:00"
7,31.416,31.813,"20:15:00"
8,34.55,33.05,"20:15:00"
9,35,34.6,"20:15:00"
10,35.4,33.9,"20:15:00"
11,35.125,33.95,"20:15:00"
12,34.9,33.65,"20:15:00"
13,34.675,33.042,"20:15:00"
14,34.433,35.833,"20:15:00"
15,33.9,35.483,"20:15:00"
16,33.56,35.37,"20:15:00"
17,33.272,35.193,"20:15:00"
18,36.8,34.617,"20:15:00"
19,36.587,36.173,"20:15:00"
20,36.885,30.705,"20:15:00"
21,35.35,33,"20:15:00"
22,34.5,33.8,"20:15:00"
23,34,34.5,"20:15:00"
24,34,32.7,"20:15:00"
25,31.3,34,"20:15:00"
26,31.35,33.25,"20:15:00"
27,35.8,34,"20:15:00"
28,33.5,35,"20:15:00"
29,31.4,33.8,"20:15:00"
30,34.8,32.5,"20:15:00"
1,31.265,32.301,"20:30:00"
2,31.325,32.75,"20:30:00"
3,31.321,33.768,"20:30:00"
4,31.29,34.23,"20:30:00"
5,31.35,33.5,"20:30:00"
6,31.215,29.955,"20:30:00"
7,31.416,31.813,"20:30:00"
8,34.55,33.05,"20:30:00"
9,35,34.6,"20:30:00"
10,35.4,33.9,"20:30:00"
11,35.125,33.95,"20:30:00"
12,34.9,33.65,"20:30:00"
13,34.675,33.042,"20:30:00"
14,34.433,35.833,"20:30:00"
15,33.9,35.483,"20:30:00"
16,33.56,35.37,"20:30:00"
17,33.272,35.193,"20:30:00"
18,36.8,34.617,"20:30:00"
19,36.587,36.173,"20:30:00"
20,36.885,30.705,"20:30:00"
21,35.35,33,"20:30:00"
22,34.5,33.8,"20:30:00"
23,34,34.5,"20:30:00"
24,34,32.7,"20:30:00"
25,31.3,34,"20:30:00"
26,31.35,33.25,"20:30:00"
27,35.8,34,"20:30:00"
28,33.5,35,"20:30:00"
29,31.4,33.8,"20:30:00"
30,34.8,32.5,"20:30:00"
1,31.265,32.301,"20:45:00"
2,31.325,32.75,"20:45:00"
3,31.321,33.768,"20:45:00"
4,31.29,34.23,"20:45:00"
5,31.35,33.5,"20:45:00"
6,31.215,29.955,"20:45:00"
7,31.416,31.813,"20:45:00"
8,34.55,33.05,"20:45:00"
9,35,34.6,"20:45:00"
10,35.4,33.9,"20:45:00"
11,35.125,33.95,"20:45:00"
12,34.9,33.65,"20:45:00"
13,34.675,33.042,"20:45:00"
14,34.433,35.833,"20:45:00"
15,33.9,35.483,"20:45:00"
16,33.56,35.37,"20:45:00"
17,33.272,35.193,"20:45:00"
18,36.8,34.617,"20:45:00"
19,36.587,36.173,"20:45:00"
20,36.885,30.705,"20:45:00"
21,35.35,33,"20:45:00"
22,34.5,33.8,"20:45:00"
23,34,34.5,"20:45:00"
24,34,32.7,"20:45:00"
25,31.3,34,"20:45:00"
26,31.35,33.25,"20:45:00"
27,35.8,34,"20:45:00"
28,33.5,35,"20:45:00"
29,31.4,33.8,"20:45:00"
30,34.8,32.5,"20:45:00"
1,31.265,32.301,"21:00:00"
2,31.325,32.75,"21:00:00"
3,31.321,33.768,"21:00:00"
4,31.29,34.23,"21:00:00"
5,31.35,33.5,"21:00:00"
6,31.215,29.955,"21:00:00"
7,31.416,31.813,"21:00:00"
8,34.55,33.05,"21:00:00"
9,35,34.6,"21:00:00"
10,35.4,33.9,"21:00:00"
11,35.125,33.95,"21:00:00"
12,34.9,33.65,"21:00:00"
13,34.675,33.042,"21:00:00"
14,34.433,35.833,"21:00:00"
15,33.9,35.483,"21:00:00"
16,33.56,35.37,"21:00:00"
17,33.272,35.193,"21:00:00"
18,36.8,34.617,"21:00:00"
19,36.587,36.173,"21:00:00"
20,36.885,30.705,"21:00:00"
21,35.35,33,"21:00:00"
22,34.5,33.8,"21:00:00"
23,34,34.5,"21:00:00"
24,34,32.7,"21:00:00"
25,31.3,34,"21:00:00"
26,31.35,33.25,"21:00:00"
27,35.8,34,"21:00:00"
28,33.5,35,"21:00:00"
29,31.4,33.8,"21:00:00"
30,34.8,32.5,"21:00:00"
1,31.265,32.301,"21:15:00"
2,31.325,32.75,"21:15:00"
3,31.321,33.768,"21:15:00"
4,31.29,34.23,"21:15:00"
5,31.35,33.5,"21:15:00"
6,31.215,29.955,"21:15:00"
7,31.416,31.813,"21:15:00"
8,34.55,33.05,"21:15:00"
9,35,34.6,"21:15:00"
10,35.4,33.9,"21:15:00"
11,35.125,33.95,"21:15:00"
12,34.9,33.65,"21:15:00"
13,34.675,33.042,"21:15:00"
14,34.433,35.833,"21:15:00"
15,33.9,35.483,"21:15:00"
16,33.56,35.37,"21:15:00"
17,33.272,35.193,"21:15:00"
18,36.8,34.617,"21:15:00"
19,36.587,36.173,"21:15:00"
20,36.885,30.705,"21:15:00"
21,35.35,33,"21:15:00"
22,34.5,33.8,"21:15:00"
23,34,34.5,"21:15:00"
24,34,32.7,"21:15:00"
25,31.3,34,"21:15:00"
26,31.35,33.25,"21:15:00"
27,35.8,34,"21:15:00"
28,33.5,35,"21:15:00"
29,31.4,33.8,"21:15:00"
30,34.8,32.5,"21:15:00"
1,31.265,32.301,"21:30:00"
2,31.325,32.75,"21:30:00"
3,31.321,33.768,"21:30:00"
4,31.29,34.23,"21:30:00"
5,31.35,33.5,"21:30:00"
6,31.215,29.955,"21:30:00"
7,31.416,31.813,"21:30:00"
8,34.55,33.05,"21:30:00"
9,35,34.6,"21:30:00"
10,35.4,33.9,"21:30:00"
11,35.125,33.95,"21:30:00"
12,34.9,33.65,"21:30:00"
13,34.675,33.042,"21:30:00"
14,34.433,35.833,"21:30:00"
15,33.9,35.483,"21:30:00"
16,33.56,35.37,"21:30:00"
17,33.272,35.193,"21:30:00"
18,36.8,34.617,"21:30:00"
19,36.587,36.173,"21:30:00"
20,36.885,30.705,"21:30:00"
21,35.35,33,"21:30:00"
22,34.5,33.8,"21:30:00"
23,34,34.5,"21:30:00"
24,34,32.7,"21:30:00"
25,31.3,34,"21:30:00"
26,31.35,33.25,"21:30:00"
27,35.8,34,"21:30:00"
28,33.5,35,"21:30:00"
29,31.4,33.8,"21:30:00"
30,34.8,32.5,"21:30:00"
1,31.265,32.301,"21:45:00"
2,31.325,32.75,"21:45:00"
3,31.321,33.768,"21:45:00"
4,31.29,34.23,"21:45:00"
5,31.35,33.5,"21:45:00"
6,31.215,29.955,"21:45:00"
7,31.416,31.813,"21:45:00"
8,34.55,33.05,"21:45:00"
9,35,34.6,"21:45:00"
10,35.4,33.9,"21:45:00"
11,35.125,33.95,"21:45:00"
12,34.9,33.65,"21:45:00"
13,34.675,33.042,"21:45:00"
14,34.433,35.833,"21:45:00"
15,33.9,35.483,"21:45:00"
16,33.56,35.37,"21:45:00"
17,33.272,35.193,"21:45:00"
18,36.8,34.617,"21:45:00"
19,36.587,36.173,"21:45:00"
20,36.885,30.705,"21:45:00"
21,35.35,33,"21:45:00"
22,34.5,33.8,"21:45:00"
23,34,34.5,"21:45:00"
24,34,32.7,"21:45:00"
25,31.3,34,"21:45:00"
26,31.35,33.25,"21:45:00"
27,35.8,34,"21:45:00"
28,33.5,35,"21:45:00"
29,31.4,33.8,"21:45:00"
30,34.8,32.5,"21:45:00"
1,31.265,32.301,"22:00:00"
2,31.325,32.75,"22:00:00"
3,31.321,33.768,"22:00:00"
4,31.29,34.23,"22:00:00"
5,31.35,33.5,"22:00:00"
6,31.215,29.955,"22:00:00"
7,31.416,31.813,"22:00:00"
8,34.55,33.05,"22:00:00"
9,35,34.6,"22:00:00"
10,35.4,33.9,"22:00:00"
11,35.125,33.95,"22:00:00"
12,34.9,33.65,"22:00:00"
13,34.675,33.042,"22:00:00"
14,34.433,35.833,"22:00:00"
15,33.9,35.483,"22:00:00"
16,33.56,35.37,"22:00:00"
17,33.272,35.193,"22:00:00"
18,36.8,34.617,"22:00:00"
19,36.587,36.173,"22:00:00"
20,36.885,30.705,"22:00:00"
21,35.35,33,"22:00:00"
22,34.5,33.8,"22:00:00"
23,34,34.5,"22:00:00"
24,34,32.7,"22:00:00"
25,31.3,34,"22:00:00"
26,31.35,33.25,"22:00:00"
27,35.8,34,"22:00:00"
28,33.5,35,"22:00:00"
29,31.4,33.8,"22:00:00"
30,34.8,32.5,"22:00:00"
1,31.265,32.301,"22:15:00"
2,31.325,32.75,"22:15:00"
3,31.321,33.768,"22:15:00"
4,31.29,34.23,"22:15:00"
5,31.35,33.5,"22:15:00"
6,31.215,29.955,"22:15:00"
7,31.416,31.813,"22:15:00"
8,34.55,33.05,"22:15:00"
9,35,34.6,"22:15:00"
10,35.4,33.9,"22:15:00"
11,35.125,33.95,"22:15:00"
12,34.9,33.65,"22:15:00"
13,34.675,33.042,"22:15:00"
14,34.433,35.833,"22:15:00"
15,33.9,35.483,"22:15:00"
16,33.56,35.37,"22:15:00"
17,33.272,35.193,"22:15:00"
18,36.8,34.617,"22:15:00"
19,36.587,36.173,"22:15:00"
20,36.885,30.705,"22:15:00"
21,35.35,33,"22:15:00"
22,34.5,33.8,"22:15:00"
23,34,34.5,"22:15:00"
24,34,32.7,"22:15:00"
25,31.3,34,"22:15:00"
26,31.35,33.25,"22:15:00"
27,35.8,34,"22:15:00"
28,33.5,35,"22:15:00"
29,31.4,33.8,"22:15:00"
30,34.8,32.5,"22:15:00"
1,31.265,32.301,"22:30:00"
2,31.325,32.75,"22:30:00"
3,31.321,33.768,"22:30:00"
4,31.29,34.23,"22:30:00"
5,31.35,33.5,"22:30:00"
6,31.215,29.955,"22:30:00"
7,31.416,31.813,"22:30:00"
8,34.55,33.05,"22:30:00"
9,35,34.6,"22:30:00"
10,35.4,33.9,"22:30:00"
11,35.125,33.95,"22:30:00"
12,34.9,33.65,"22:30:00"
13,34.675,33.042,"22:30:00"
14,34.433,35.833,"22:30:00"
15,33.9,35.483,"22:30:00"
16,33.56,35.37,"22:30:00"
17,33.272,35.193,"22:30:00"
18,36.8,34.617,"22:30:00"
19,36.587,36.173,"22:30:00"
20,36.885,30.705,"22:30:00"
21,35.35,33,"22:30:00"
22,34.5,33.8,"22:30:00"
23,34,34.5,"22:30:00"
24,34,32.7,"22:30:00"
25,31.3,34,"22:30:00"
26,31.35,33.25,"22:30:00"
27,35.8,34,"22:30:00"
28,33.5,35,"22:30:00"
29,31.4,33.8,"22:30:00"
30,34.8,32.5,"22:30:00"
1,31.265,32.301,"22:45:00"
2,31.325,32.75,"22:45:00"
3,31.321,33.768,"22:45:00"
4,31.29,34.23,"22:45:00"
5,31.35,33.5,"22:45:00"
6,31.215,29.955,"22:45:00"
7,31.416,31.813,"22:45:00"
8,34.55,33.05,"22:45:00"
9,35,34.6,"22:45:00"
10,35.4,33.9,"22:45:00"
11,35.125,33.95,"22:45:00"
12,34.9,33.65,"22:45:00"
13,34.675,33.042,"22:45:00"
14,34.433,35.833,"22:45:00"
15,33.9,35.483,"22:45:00"
16,33.56,35.37,"22:45:00"
17,33.272,35.193,"22:45:00"
18,36.8,34.617,"22:45:00"
19,36.587,36.173,"22:45:00"
20,36.885,30.705,"22:45:00"
21,35.35,33,"22:45:00"
22,34.5,33.8,"22:45:00"
23,34,34.5,"22:45:00"
24,34,32.7,"22:45:00"
25,31.3,34,"22:45:00"
26,31.35,33.25,"22:45:00"
27,35.8,34,"22:45:00"
28,33.5,35,"22:45:00"
29,31.4,33.8,"22:45:00"
30,34.8,32.5,"22:45:00"
1,31.265,32.301,"23:00:00"
2,31.325,32.75,"23:00:00"
3,31.321,33.768,"23:00:00"
4,31.29,34.23,"23:00:00"
5,31.35,33.5,"23:00:00"
6,31.215,29.955,"23:00:00"
7,31.416,31.813,"23:00:00"
8,34.55,33.05,"23:00:00"
9,35,34.6,"23:00:00"
10,35.4,33.9,"23:00:00"
11,35.125,33.95,"23:00:00"
12,34.9,33.65,"23:00:00"
13,34.675,33.042,"23:00:00"
14,34.433,35.833,"23:00:00"
15,33.9,35.483,"23:00:00"
16,33.56,35.37,"23:00:00"
17,33.272,35.193,"23:00:00"
18,36.8,34.617,"23:00:00"
19,36.587,36.173,"23:00:00"
20,36.885,30.705,"23:00:00"
21,35.35,33,"23:00:00"
22,34.5,33.8,"23:00:00"
23,34,34.5,"23:00:00"
24,34,32.7,"23:00:00"
25,31.3,34,"23:00:00"
26,31.35,33.25,"23:00:00"
27,35.8,34,"23:00:00"
28,33.5,35,"23:00:00"
29,31.4,33.8,"23:00:00"
30,34.8,32.5,"23:00:00"
1,31.265,32.301,"23:15:00"
2,31.325,32.75,"23:15:00"
3,31.321,33.768,"23:15:00"
4,31.29,34.23,"23:15:00"
5,31.35,33.5,"23:15:00"
6,31.215,29.955,"23:15:00"
7,31.416,31.813,"23:15:00"
8,34.55,33.05,"23:15:00"
9,35,34.6,"23:15:00"
10,35.4,33.9,"23:15:00"
11,35.125,33.95,"23:15:00"
12,34.9,33.65,"23:15:00"
13,34.675,33.042,"23:15:00"
14,34.433,35.833,"23:15:00"
15,33.9,35.483,"23:15:00"
16,33.56,35.37,"23:15:00"
17,33.272,35.193,"23:15:00"
18,36.8,34.617,"23:15:00"
19,36.587,36.173,"23:15:00"
